title,dept,salary,race,gender,experience
INSPECTOR,Public Works & Engineering-PWE,51563.0,Hispanic,Male,0
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
MANAGING ENGINEER,Public Works & Engineering-PWE,113930.0,Asian,Male,11
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,4
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,33
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,24
ELECTRICAL SUPERVISOR,Public Works & Engineering-PWE,67038.0,Hispanic,Male,10
EQUIPMENT WORKER,Public Works & Engineering-PWE,33613.0,Black,Female,15
SEMI-SKILLED LABORER,Houston Airport System (HAS),28579.0,Hispanic,Female,4
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,White,Male,9
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,44
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Asian,Male,20
INVENTORY MANAGEMENT SUPERVISOR,Houston Fire Department (HFD),40165.0,White,Male,3
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,9
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,27
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,34
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,3
DATA ENTRY OPERATOR,Houston Police Department-HPD,27414.0,Black,Male,16
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,13
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,10
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,22
POLICE SERVICE OFFICER,Houston Police Department-HPD,31907.0,Hispanic,Male,5
ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,30618.0,Black,Female,1
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,5
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Black,Male,1
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488.0,Hispanic,Female,13
POLICE OFFICER,Houston Police Department-HPD,47650.0,White,Male,5
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,1
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,31
TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,50606.0,Hispanic,Male,9
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,4
INSPECTOR FIRE,Houston Fire Department (HFD),70181.0,White,Male,30
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3
GRADUATE ENGINEER,Public Works & Engineering-PWE,54122.0,White,Female,0
EMS EDUCATOR COORDINATOR,Houston Fire Department (HFD),71174.0,Black,Male,11
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488.0,Black,Female,10
MANAGEMENT ANALYST II,Public Works & Engineering-PWE,44575.0,Hispanic,Female,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,35
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Female,11
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,16
CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,53186.0,Black,Female,8
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,18
CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,38418.0,Black,Male,24
POLICE OFFICER,Houston Police Department-HPD,47650.0,Asian,Male,3
FIRE FIGHTER,Houston Fire Department (HFD),45791.0,Hispanic,Male,3
CHEMIST III,Public Works & Engineering-PWE,58816.0,White,Male,28
SEMI-SKILLED LABORER,Houston Airport System (HAS),33301.0,Black,Male,32
SEMI-SKILLED LABORER,Parks & Recreation,26125.0,Hispanic,Male,2
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,12
CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347.0,Black,Female,2
"BUREAU CHIEF,PUBLIC HEALTH",Health & Human Services,103270.0,Black,Female,31
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,23
SANITARIAN II,Health & Human Services,47050.0,Asian,Male,25
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,22
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,13
CUSTODIAN,Parks & Recreation,26125.0,Hispanic,Male,26
LABORER,Houston Airport System (HAS),26125.0,Asian,Female,12
INFRASTRUCTURE ASSESSMENT TECHNICIAN I,Public Works & Engineering-PWE,27102.0,Black,Male,7
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,12
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,24
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Female,15
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Hispanic,Male,0
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Black,Male,6
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Hispanic,Male,4
ELECTRICIAN,Public Works & Engineering-PWE,43514.0,White,Male,4
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485.0,Hispanic,Female,4
SENIOR DISPATCHER,Parks & Recreation,29682.0,Black,Female,8
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Female,8
STAFF ANALYST,Houston Airport System (HAS),73065.0,Hispanic,Male,14
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,21
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),49275.0,White,Male,13
INSPECTOR,Public Works & Engineering-PWE,49691.0,White,Male,6
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39208.0,Black,Female,20
SECURITY OFFICER,Houston Airport System (HAS),29286.0,White,Male,19
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,Black,Male,48
POLICE OFFICER,Houston Police Department-HPD,52514.0,Black,Male,6
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Black,Male,13
DIVISION MANAGER,Parks & Recreation,85055.0,White,Male,19
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,11
AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96325.0,Black,Male,4
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485.0,Black,Female,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25
MICROBIOLOGIST I,Health & Human Services,33821.0,White,Female,1
ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,60248.0,Hispanic,Female,15
EQUIPMENT WORKER,Public Works & Engineering-PWE,33987.0,Black,Male,5
ADMINISTRATIVE ASSISTANT,Houston Fire Department (HFD),41995.0,Hispanic,Female,2
WATER SERVICE INSPECTOR I,Public Works & Engineering-PWE,32240.0,Hispanic,Male,0
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,10
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9
POLICE OFFICER,Houston Police Department-HPD,60347.0,White,Male,10
SENIOR STAFF ANALYST (EXECUTIVE LEVEL),Parks & Recreation,83916.0,Hispanic,Female,17
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39125.0,Black,Female,9
SENIOR PROCUREMENT SPECIALIST,Houston Airport System (HAS),77535.0,Asian,Male,22
EXECUTIVE OFFICE ASSISTANT,Houston Fire Department (HFD),43014.0,White,Female,21
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,20
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130.0,Hispanic,Male,2
INSPECTOR,Houston Airport System (HAS),57782.0,Hispanic,Male,27
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,9
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,22
ENGINEER,Public Works & Engineering-PWE,75224.0,White,Female,7
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,12
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,26
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,27
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8
FIXED ASSET MANAGER,Public Works & Engineering-PWE,65000.0,Black,Male,36
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,19
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,11
ADMINISTRATION MANAGER,Public Works & Engineering-PWE,74384.0,Black,Female,10
DEPUTY CHIEF,Houston Fire Department (HFD),99480.0,White,Male,35
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,34
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,24
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,11
SENIOR COUNSELOR,Health & Human Services,54857.0,Black,Male,9
AIRPORT OPERATIONS COORDINATOR,Houston Airport System (HAS),51501.0,Black,Male,10
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,1
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,13
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Black,Female,23
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Female,16
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,1
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,37
OFFICE SUPERVISOR,Houston Police Department-HPD,45677.0,Black,Female,28
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8
RECREATION SUPERVISOR,Parks & Recreation,40706.0,Black,Female,28
MANAGEMENT ANALYST IV,Health & Human Services,67782.0,Black,Female,6
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8
STAFF EPIDEMIOLOGIST,Health & Human Services,51861.0,Asian,Female,4
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,White,Male,1
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,16
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,15
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,11
SENIOR INSPECTOR,Houston Fire Department (HFD),74270.0,Black,Male,16
CUSTODIAN,Houston Police Department-HPD,26229.0,Hispanic,Female,17
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,1
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,4
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
SENIOR NUTRITIONIST,Health & Human Services,47445.0,Black,Female,6
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,1
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,19
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,8
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39333.0,White,Male,10
CUSTOMER SERVICE REPRESENTATIVE III,Health & Human Services,36150.0,White,Female,12
FIELD SUPERVISOR,Public Works & Engineering-PWE,51397.0,Black,Male,37
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,10
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,23
LABORER,Houston Airport System (HAS),26125.0,Hispanic,Female,12
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,19
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,2
COUNSELOR,Health & Human Services,42890.0,Black,Female,2
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Female,2
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,20
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,4
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,Hispanic,Male,1
ASSISTANT FIRE MARSHAL,Houston Fire Department (HFD),99480.0,Hispanic,Male,30
HEATING & AIR CONDITIONING LEADER,Parks & Recreation,48651.0,Asian,Male,26
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,9
POLICE OFFICER,Houston Police Department-HPD,55461.0,Native American,Male,8
PROJECT MANAGER,Public Works & Engineering-PWE,61564.0,Hispanic,Male,12
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Asian,Male,13
MEDICAL RECORDS SUPERVISOR,Health & Human Services,58406.0,Hispanic,Male,10
SENIOR NUTRITIONIST,Health & Human Services,47445.0,Hispanic,Female,6
SENIOR ACCOUNTANT,Parks & Recreation,55462.0,Black,Male,12
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,14
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,1
UTILITY WORKER,Public Works & Engineering-PWE,41184.0,Hispanic,Male,28
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,89955.0,Asian,Male,11
SUPERINTENDENT,Parks & Recreation,57824.0,White,Male,1
SENIOR STAFF ANALYST,Health & Human Services,88361.0,Black,Female,8
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,7
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,16
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,26
SYSTEMS SUPPORT ANALYST III,Houston Airport System (HAS),68299.0,Native American,Female,21
IT PROJECT MANAGER,Houston Airport System (HAS),90832.0,White,Male,12
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,20
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Black,Male,8
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,17
CUSTOMER SERVICE CLERK,Health & Human Services,30846.0,Black,Female,13
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,30
GRADUATE ENGINEER,Public Works & Engineering-PWE,52562.0,White,Female,1
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Black,Male,5
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,White,Male,0
PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,60840.0,Black,Male,30
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,18
PROCUREMENT SPECIALIST,Houston Police Department-HPD,63551.0,Black,Female,28
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,32
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,13
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,31
RECREATION FACILITY MANAGER,Parks & Recreation,46566.0,White,Male,2
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,35
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,21
SENIOR GIS ANALYST,Public Works & Engineering-PWE,66867.0,White,Female,7
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,15
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Black,Male,26
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Black,Female,22
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,22
INSPECTOR TRAINEE,Public Works & Engineering-PWE,32136.0,Hispanic,Male,0
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,26
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,22
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,23
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,31
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),45240.0,Black,Male,32
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,38
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Black,Male,15
SANITARIAN III,Public Works & Engineering-PWE,53373.0,Asian,Male,22
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,7
SUPERVISING ENGINEER,Public Works & Engineering-PWE,98895.0,White,Male,0
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Female,7
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,25
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,30
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,25
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33675.0,Black,Female,3
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Black,Female,17
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,4
SENIOR AIRCRAFT MECHANIC,Houston Police Department-HPD,61755.0,White,Male,36
INSPECTOR,Houston Fire Department (HFD),70181.0,White,Male,20
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,10
INVESTIGATOR,Houston Fire Department (HFD),70181.0,Hispanic,Male,33
SANITARIAN III,Health & Human Services,54288.0,Asian,Male,19
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,14
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,4
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Male,31
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734.0,White,Male,10
CARPENTER,Houston Airport System (HAS),42099.0,Hispanic,Male,7
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,0
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,20
RECREATION ASSISTANT,Parks & Recreation,26125.0,White,Male,8
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,14
FINANCIAL ANALYST III,Public Works & Engineering-PWE,52832.0,Black,Male,10
ADMINISTRATIVE SPECIALIST,Parks & Recreation,54607.0,Hispanic,Female,19
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,17
CUSTOMER SERVICE SECTION CHIEF,Public Works & Engineering-PWE,53061.0,White,Female,8
SENIOR PLANT OPERATOR,Public Works & Engineering-PWE,45926.0,Black,Male,10
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Female,10
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,31
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,27
INSPECTOR,Public Works & Engineering-PWE,57928.0,White,Male,20
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,1
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,18
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Black,Male,15
CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,55411.0,White,Female,2
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,9
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,4
INSPECTOR,Public Works & Engineering-PWE,54600.0,White,Male,8
EQUIPMENT WORKER,Public Works & Engineering-PWE,33987.0,Black,Male,9
SENIOR GIS TECHNICIAN,Houston Police Department-HPD,45344.0,White,Male,23
INSPECTOR,Public Works & Engineering-PWE,51584.0,White,Male,3
JAIL ATTENDANT,Houston Police Department-HPD,37336.0,Black,Female,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,24
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,9
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39270.0,Black,Female,7
FIELD SUPERVISOR,Parks & Recreation,38147.0,Black,Male,17
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,15
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,White,Male,15
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,9
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,35
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,34
GRADUATE ENGINEER,Public Works & Engineering-PWE,52582.0,White,Male,1
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,10
AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96157.0,Hispanic,Female,7
MANAGING ENGINEER,Public Works & Engineering-PWE,91063.0,White,Male,25
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,5
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,36941.0,Black,Female,7
EXECUTIVE OFFICE ASSISTANT,Public Works & Engineering-PWE,45240.0,Black,Female,16
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37752.0,Black,Female,13
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,24
MANAGING ENGINEER,Houston Airport System (HAS),103427.0,White,Male,4
EQUIPMENT WORKER,Parks & Recreation,30347.0,Black,Female,8
FIELD SUPERVISOR,Public Works & Engineering-PWE,43326.0,Black,Male,4
FIELD SUPERVISOR,Public Works & Engineering-PWE,44658.0,Hispanic,Male,35
SENIOR INVENTORY MANAGEMENT CLERK,Houston Fire Department (HFD),33405.0,Black,Female,1
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,13
SENIOR INSPECTOR,Public Works & Engineering-PWE,53373.0,Black,Male,25
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,3
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,15
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,30
UTILITY WORKER,Public Works & Engineering-PWE,34320.0,Black,Male,3
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Female,15
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33613.0,Black,Female,10
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,5
POLICE OFFICER,Houston Police Department-HPD,47650.0,Asian,Male,5
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,1
URBAN PARK RANGER,Parks & Recreation,29682.0,White,Male,8
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,9
JAIL ATTENDANT,Houston Police Department-HPD,37024.0,Black,Male,9
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,13
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,26
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,20
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,73193.0,Black,Male,23
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Black,Male,7
UTILITY WORKER,Public Works & Engineering-PWE,30139.0,Black,Male,8
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,20
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,4
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,19
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),35485.0,Hispanic,Male,19
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,1
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,19
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,32
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3
SENIOR INVESTIGATOR,Houston Fire Department (HFD),74270.0,Hispanic,Male,17
PROJECT TECHNICIAN III,Public Works & Engineering-PWE,45074.0,Asian,Male,21
IT PROJECT MANAGER,Public Works & Engineering-PWE,97581.0,Black,Male,12
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,9
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130.0,Black,Male,7
SENIOR OFFICE ASSISTANT,Public Works & Engineering-PWE,29931.0,Black,Female,14
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,29
ADMINISTRATIVE ASSOCIATE,Health & Human Services,36358.0,Black,Female,32
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,18
CUSTODIAN,Parks & Recreation,26125.0,Black,Female,1
PLANT OPERATOR TRAINEE,Public Works & Engineering-PWE,31158.0,Hispanic,Male,1
POLICE SERGEANT,Houston Police Department-HPD,74511.0,Hispanic,Male,8
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,24
CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,20
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,22
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,9
SENIOR DATA ENTRY OPERATOR,Public Works & Engineering-PWE,29016.0,Black,Female,5
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,13
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,18
ASSISTANT PROJECT MANAGER,Public Works & Engineering-PWE,49150.0,Black,Male,1
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,7
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,8
OFFICE SERVICE MANAGER,Houston Police Department-HPD,63165.0,Black,Female,26
MANAGEMENT ANALYST IV,Public Works & Engineering-PWE,70717.0,Black,Female,24
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,3
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Female,13
NUTRITION SERVICES CHIEF,Health & Human Services,66178.0,Black,Female,23
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,26
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,34
GRADUATE ENGINEER,Public Works & Engineering-PWE,52562.0,Hispanic,Female,1
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,9
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Male,21
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,17
UTILITY WORKER,Public Works & Engineering-PWE,32178.0,Black,Female,11
PROGRAMMER ANALYST IV,Houston Police Department-HPD,72332.0,White,Male,3
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,22
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,7
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
EQUIPMENT OPERATOR III,Houston Airport System (HAS),40435.0,Hispanic,Male,20
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,1
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Black,Male,3
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,31
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,9
