dept,title,race,gender,experience_level,experience,salary
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,White,Male,Novice,0.7,28024.0
Houston Fire Department (HFD),SENIOR CAPTAIN,Hispanic,Male,Veteran,20.6,78355.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,14.0,60347.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,30.9,81239.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Black,Male,Veteran,38.2,49109.0
Public Works & Engineering-PWE,SENIOR INSPECTOR,White,Male,Veteran,18.9,66560.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE III,Hispanic,Female,Veteran,19.8,42453.0
Parks & Recreation,RECREATION SUPERVISOR,Black,Female,Veteran,17.8,35339.0
Houston Police Department-HPD,POLICE TRAINEE,,Female,Novice,0.8,42000.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,23.8,81239.0
Health & Human Services,BREASTFEEDING PEER COUNSELOR,Hispanic,Female,Novice,1.1,28600.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,23.8,81239.0
Parks & Recreation,RECREATION ASSISTANT,Black,Male,Novice,4.5,
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,12.7,62540.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Veteran,18.3,60347.0
Houston Fire Department (HFD),CAPTAIN,Hispanic,Male,Veteran,23.8,70181.0
Houston Police Department-HPD,POLICE CAPTAIN,White,Female,Veteran,25.3,104455.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Veteran,15.8,57815.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.3,55461.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,4.2,48190.0
Houston Airport System (HAS),LABORER,Hispanic,Female,Experienced,11.8,26125.0
Health & Human Services,COUNSELOR,Black,Female,Novice,2.2,47382.0
Houston Police Department-HPD,ADMINISTRATIVE ASSISTANT,Black,Female,Veteran,23.3,47278.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Novice,2.1,45791.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,35.5,66614.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,12.9,55437.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.0,55461.0
Houston Fire Department (HFD),CUSTOMER SERVICE REPRESENTATIVE II,Black,Female,Veteran,27.8,34902.0
Houston Fire Department (HFD),ASSISTANT FIRE CHIEF,White,Male,Veteran,38.7,
Houston Airport System (HAS),SEMI-SKILLED LABORER,Black,Female,Veteran,18.7,33467.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,6.7,52514.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Experienced,9.7,55461.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.7,55461.0
Public Works & Engineering-PWE,SENIOR BUYER,Hispanic,Female,Experienced,10.3,47008.0
Public Works & Engineering-PWE,LABORATORY SUPERVISOR,Asian,Male,Veteran,28.1,74097.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,2.8,45791.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,9.9,52644.0
Public Works & Engineering-PWE,ADMINISTRATIVE SPECIALIST,White,Female,Novice,1.3,43888.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,3.1,45279.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",White,Male,Novice,1.6,40170.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,40.0,
Public Works & Engineering-PWE,REAL ESTATE MANAGER,White,Male,Veteran,22.0,97626.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",White,Male,Novice,1.1,42000.0
Parks & Recreation,FIELD SUPERVISOR,White,Male,Veteran,18.7,36920.0
Houston Police Department-HPD,ADMINISTRATIVE ASSISTANT,Black,Female,Veteran,24.7,41704.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,23.9,78355.0
Public Works & Engineering-PWE,ADMINISTRATIVE SPECIALIST,White,Female,Veteran,34.9,57842.0
Houston Airport System (HAS),AIRPORT SUPERVISOR,Black,Male,Experienced,12.2,45698.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Male,Experienced,12.7,62540.0
Houston Police Department-HPD,POLICE OFFICER,White,Female,Novice,3.5,45279.0
Public Works & Engineering-PWE,ENGINEER,Black,Female,Experienced,8.2,71680.0
Public Works & Engineering-PWE,ACCOUNTANT ASSOCIATE,White,Female,Veteran,26.9,35027.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,31.1,63166.0
Public Works & Engineering-PWE,IRM MANAGER,Asian,Male,Veteran,17.0,124861.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,33.9,66614.0
Houston Fire Department (HFD),CUSTOMER SERVICE REPRESENTATIVE II,Black,Female,Novice,3.4,36400.0
Public Works & Engineering-PWE,TECHNICAL HARDWARE ANALYST II,Black,Male,Experienced,11.5,49587.0
Health & Human Services,SENIOR CUSTOMER SERVICE CLERK,Hispanic,Male,Novice,1.0,33654.0
Houston Police Department-HPD,JAIL ATTENDANT,Hispanic,Female,Novice,1.8,35318.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,18.3,66614.0
Public Works & Engineering-PWE,SENIOR UTILITY MECHANIC,Black,Male,Experienced,10.3,38688.0
Public Works & Engineering-PWE,SENIOR REAL ESTATE ANALYST,White,Female,Novice,1.6,76085.0
Public Works & Engineering-PWE,UTILITY WORKER,Hispanic,Male,Experienced,8.2,32864.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,35.5,
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,19.3,66614.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Experienced,12.9,66523.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,10.9,60347.0
Houston Fire Department (HFD),COMMUNICATIONS SENIOR CAPTAIN,Black,Female,Veteran,23.1,78355.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",Hispanic,Male,Novice,1.7,40170.0
Houston Police Department-HPD,POLICE OFFICER,White,Female,Experienced,10.9,60347.0
Houston Police Department-HPD,POLICE LIEUTENANT,White,Male,Veteran,36.0,91181.0
Houston Police Department-HPD,ADMINISTRATIVE ASSOCIATE,Black,Male,Novice,0.9,30618.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Male,Veteran,26.7,63166.0
Public Works & Engineering-PWE,CUSTOMER SERVICE CASHIER,Hispanic,Female,Novice,1.4,30493.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,4.6,48190.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Asian,Male,Veteran,25.3,66614.0
Public Works & Engineering-PWE,PUBLIC WORKS MAINTENANCE MANAGER,Black,Female,Novice,3.4,92028.0
Public Works & Engineering-PWE,TECHNICAL HARDWARE ANALYST I,Black,Male,Veteran,20.2,44429.0
Parks & Recreation,SUPERINTENDENT,Hispanic,Male,Veteran,22.7,72280.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Veteran,23.7,40227.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,33.8,81239.0
Public Works & Engineering-PWE,PLANT OPERATOR,White,Male,Experienced,11.8,39478.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,12.7,55437.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",Asian,Male,Novice,1.1,42000.0
Public Works & Engineering-PWE,FINANCIAL ANALYST IV,Asian,Female,Experienced,11.8,80433.0
Houston Police Department-HPD,SENIOR POLICE TELECOMMUNICATOR,Black,Female,Veteran,26.7,52333.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,21.8,81239.0
Health & Human Services,SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Black,Male,Novice,3.4,41870.0
Houston Fire Department (HFD),ENGINEER OPERATOR,White,Male,Veteran,30.7,
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,12.1,62540.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,23.4,66614.0
Houston Police Department-HPD,SENIOR HUMAN RESOURCES SPECIALIST,Asian,Female,Veteran,30.9,55378.0
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Female,Novice,0.8,30347.0
Houston Airport System (HAS),LABORER,Black,Female,Experienced,9.9,26125.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,8.4,55461.0
Public Works & Engineering-PWE,STAFF ANALYST,White,Female,Novice,4.4,62400.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,15.5,77076.0
Houston Police Department-HPD,SENIOR COMMUNITY LIAISON,White,Male,Experienced,9.1,65416.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,37.6,
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,8.5,51194.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,30.7,
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,13.2,62540.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Novice,2.1,31450.0
Houston Police Department-HPD,POLICE OFFICER,Black,Female,Experienced,8.2,55461.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,2.7,43528.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,12.7,62540.0
Public Works & Engineering-PWE,DEPUTY DIRECTOR-PUBLIC WORKS (EXECUTIVE,White,Female,Veteran,25.8,178331.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,26.7,78355.0
Public Works & Engineering-PWE,IRM MANAGER,Black,Male,Experienced,13.7,104389.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Veteran,15.1,57815.0
Houston Airport System (HAS),MANAGEMENT ANALYST IV,White,Male,Veteran,15.1,74420.0
Houston Police Department-HPD,ADMINISTRATIVE AIDE,Black,Female,Novice,1.2,26229.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,9.0,61921.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,7.6,51194.0
Health & Human Services,ADMINISTRATION MANAGER,Black,Male,Experienced,10.4,90305.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,7.7,55461.0
Health & Human Services,SYSTEMS SUPPORT ANALYST II,Black,Female,Novice,3.7,54509.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Female,Veteran,15.5,77076.0
Houston Fire Department (HFD),COMMUNICATIONS CAPTAIN,Black,Male,Experienced,13.6,66523.0
Public Works & Engineering-PWE,SEMI-SKILLED LABORER,Black,Male,Novice,0.6,27352.0
Public Works & Engineering-PWE,REAL ESTATE ANALYST,Black,Female,Novice,1.2,53173.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,39.0,
Houston Airport System (HAS),INSPECTOR,White,Male,Novice,3.8,54080.0
Houston Police Department-HPD,POLICE SERGEANT,White,Female,Veteran,41.5,
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,15.1,62540.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,,Male,Novice,0.7,28024.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,24.4,81239.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,13.7,62540.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Female,Veteran,34.3,66614.0
Public Works & Engineering-PWE,INSPECTOR,Hispanic,Male,Experienced,13.5,54683.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,25.3,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Experienced,15.0,61643.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,30.8,66614.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Veteran,23.1,63166.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",White,Female,Novice,1.1,42000.0
Public Works & Engineering-PWE,WATER SERVICE INSPECTOR II,Black,Male,Experienced,8.8,38251.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE II,Black,Female,Veteran,15.9,36837.0
Health & Human Services,CUSTOMER SERVICE CLERK,Hispanic,Female,Novice,1.7,30410.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Novice,3.6,51584.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Veteran,15.3,57450.0
Public Works & Engineering-PWE,TECHNICAL HARDWARE ANALYST III,Asian,Male,Experienced,8.7,57200.0
Public Works & Engineering-PWE,ELECTRICIAN,Hispanic,Female,Novice,4.0,44096.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,13.5,60347.0
Houston Fire Department (HFD),DISTRICT CHIEF,White,Male,Veteran,34.0,89590.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,7.9,55461.0
Public Works & Engineering-PWE,INSPECTOR,Black,Male,Novice,3.7,51085.0
Houston Airport System (HAS),SENIOR AIRPORT COMMUNICATIONS OPERATOR,Black,Female,Experienced,8.6,36587.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,32.8,
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Female,Veteran,18.0,33613.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,26.9,66614.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,16.8,77076.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Female,Veteran,37.2,
Public Works & Engineering-PWE,UTILITY WORKER,Asian,Male,Veteran,20.8,32635.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,8.0,55461.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Black,Male,Veteran,25.2,45989.0
Houston Police Department-HPD,POLICE LIEUTENANT,White,Male,Veteran,30.7,91181.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,33.5,66614.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,34.7,
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,4.4,47650.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,9.5,52644.0
Public Works & Engineering-PWE,SENIOR INVENTORY MANAGEMENT CLERK,Black,Female,Veteran,23.2,37357.0
Health & Human Services,"SENIOR PUBLIC HEALTH DENTIST,DDS",Native American,Female,Experienced,12.8,
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,5.7,50621.0
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Male,Veteran,19.1,39021.0
Houston Police Department-HPD,POLICE SERGEANT,Black,Male,Veteran,16.1,77076.0
Public Works & Engineering-PWE,UTILITY WORKER,Asian,Male,Veteran,20.7,40810.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Veteran,23.0,30160.0
Houston Airport System (HAS),SECURITY OFFICER,Black,Female,Novice,2.7,29286.0
Houston Airport System (HAS),AIRPORT OPERATIONS ASSISTANT,Black,Male,Experienced,8.8,33176.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Novice,3.8,47650.0
Houston Police Department-HPD,POLICE SERGEANT,Black,Male,Veteran,34.8,
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,32.5,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,23.5,66614.0
Houston Police Department-HPD,SENIOR BUYER,Hispanic,Female,Veteran,25.7,50190.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",White,Male,Novice,1.4,40170.0
Houston Police Department-HPD,SENIOR EVIDENCE TECHNICIAN,Hispanic,Male,Veteran,19.6,41059.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,Hispanic,Male,Novice,0.7,28024.0
Houston Police Department-HPD,POLICE SERGEANT,Black,Male,Veteran,37.6,81239.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE III,Black,Female,Experienced,7.2,36629.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,5.7,50621.0
Houston Airport System (HAS),EQUIPMENT OPERATOR II,Hispanic,Male,Experienced,11.8,38730.0
Houston Airport System (HAS),SYSTEMS ACCOUNTANT III,Black,Female,Experienced,9.5,89416.0
Houston Police Department-HPD,ADMINISTRATIVE ASSISTANT,Hispanic,Female,Veteran,24.6,36920.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",Black,Male,Novice,1.7,40170.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,11.5,60347.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,20.3,66614.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Experienced,9.7,60715.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,10.9,60347.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,10.5,55461.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,19.5,66614.0
Houston Airport System (HAS),SENIOR CONTRACT COMPLIANCE OFFICER,Hispanic,Female,Experienced,8.6,53518.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,16.7,74270.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,6.5,61921.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,32.5,
Public Works & Engineering-PWE,SUPERVISING ENGINEER,Asian,Male,Veteran,32.6,98748.0
Houston Airport System (HAS),SYSTEMS ACCOUNTANT II,Hispanic,Female,Veteran,16.0,73635.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,3.1,45791.0
Public Works & Engineering-PWE,SENIOR DATA ENTRY OPERATOR,Hispanic,Female,Experienced,9.1,29453.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Female,Experienced,6.5,50621.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,6.1,51194.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,5.7,50621.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Experienced,5.9,53123.0
Houston Fire Department (HFD),"FIRE FIGHTER,PROBATIONARY",White,Male,Novice,0.9,40170.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,3.1,45279.0
Public Works & Engineering-PWE,PROJECT TECHNICIAN III,Black,Female,Experienced,10.5,43867.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",Black,Male,Novice,1.1,42000.0
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Male,Veteran,23.6,35318.0
Parks & Recreation,SEMI-SKILLED LABORER,Black,Male,Experienced,8.5,26125.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,20.5,70181.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,20.3,66614.0
Public Works & Engineering-PWE,SECURITY OFFICER INVESTIGATOR,Black,Male,Novice,1.7,34382.0
Houston Fire Department (HFD),MAINTENANCE MECHANIC III,White,Male,Veteran,21.3,37918.0
Houston Fire Department (HFD),COMMUNICATIONS CAPTAIN,Black,Male,Veteran,17.0,66523.0
Health & Human Services,MANAGEMENT ANALYST IV,Asian,Male,Experienced,11.2,70864.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Female,Veteran,24.8,36754.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,9.5,52644.0
Public Works & Engineering-PWE,ASSISTANT PUBLIC WORKS OPERATIONS MANAGE,White,Female,Veteran,35.9,78728.0
Health & Human Services,STAFF EPIDEMIOLOGIST,White,Male,Novice,1.6,60082.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,6.5,61921.0
Houston Airport System (HAS),AIRPORT COMMUNICATIONS OPERATOR,,Female,Novice,0.8,33717.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,18.9,78355.0
Houston Police Department-HPD,FINGERPRINT TECHNICIAN SUPERVISOR,Black,Female,Veteran,31.0,55016.0
Houston Police Department-HPD,POLICE LIEUTENANT,Black,Male,Experienced,13.5,86534.0
Public Works & Engineering-PWE,INSPECTOR,Hispanic,Male,Novice,0.5,51563.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,7.7,55461.0
Parks & Recreation,RECREATION ASSISTANT,Black,Male,Novice,2.0,
Public Works & Engineering-PWE,MANAGING ENGINEER,Asian,Male,Experienced,11.8,113930.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Novice,4.4,47650.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Veteran,33.9,63166.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,24.6,66614.0
Public Works & Engineering-PWE,ELECTRICAL SUPERVISOR,Hispanic,Male,Experienced,10.2,67038.0
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Female,Veteran,15.6,33613.0
Houston Airport System (HAS),SEMI-SKILLED LABORER,Hispanic,Female,Novice,4.7,28579.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,16.1,61643.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,9.9,61921.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,44.1,66614.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Veteran,34.0,
Houston Police Department-HPD,SENIOR POLICE OFFICER,Asian,Male,Veteran,20.5,66614.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,36.3,
Houston Fire Department (HFD),INVENTORY MANAGEMENT SUPERVISOR,White,Male,Novice,3.3,40165.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,9.9,61921.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,27.2,66614.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,34.8,78355.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,3.8,47650.0
Houston Police Department-HPD,DATA ENTRY OPERATOR,Black,Male,Veteran,16.6,27414.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,13.1,62540.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,10.9,60347.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,22.6,63166.0
Houston Police Department-HPD,POLICE SERVICE OFFICER,Hispanic,Male,Experienced,5.2,31907.0
Houston Police Department-HPD,ADMINISTRATIVE ASSOCIATE,Black,Female,Novice,1.1,30618.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,5.3,48190.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,Black,Male,Novice,1.1,28024.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE II,Hispanic,Female,Experienced,13.2,33488.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,5.5,47650.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,White,Male,Novice,1.1,28024.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,31.9,81239.0
Public Works & Engineering-PWE,TECHNICAL HARDWARE ANALYST II,Hispanic,Male,Experienced,9.0,50606.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Novice,4.6,47650.0
Houston Fire Department (HFD),INSPECTOR FIRE,White,Male,Veteran,30.7,70181.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Novice,3.8,47650.0
Public Works & Engineering-PWE,GRADUATE ENGINEER,White,Female,Novice,0.8,54122.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Female,Veteran,35.5,
Houston Fire Department (HFD),EMS EDUCATOR COORDINATOR,Black,Male,Experienced,11.0,71174.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE II,Black,Female,Experienced,10.1,33488.0
Public Works & Engineering-PWE,MANAGEMENT ANALYST II,Hispanic,Female,Experienced,8.1,44575.0
Parks & Recreation,AQUATIC CENTER SUPERVISOR,Black,Male,Novice,0.5,
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,35.2,66614.0
Houston Police Department-HPD,POLICE OFFICER,Black,Female,Experienced,11.4,60347.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,16.7,66523.0
Houston Police Department-HPD,CRIMINAL INTELLIGENCE ANALYST,Black,Female,Experienced,8.2,53186.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,18.4,63166.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE II,Black,Male,Veteran,24.1,38418.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Novice,3.8,47650.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,3.1,45791.0
Public Works & Engineering-PWE,CHEMIST III,White,Male,Veteran,28.7,58816.0
Houston Airport System (HAS),SEMI-SKILLED LABORER,Black,Male,Veteran,32.8,33301.0
Parks & Recreation,SEMI-SKILLED LABORER,Hispanic,Male,Novice,2.1,26125.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Male,Experienced,12.1,62540.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE I,Black,Female,Novice,2.2,30347.0
Health & Human Services,"BUREAU CHIEF,PUBLIC HEALTH",Black,Female,Veteran,31.1,103270.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,23.6,66614.0
Health & Human Services,SANITARIAN II,Asian,Male,Veteran,25.6,47050.0
Houston Fire Department (HFD),INVESTIGATOR,White,Male,Veteran,22.6,70181.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Experienced,13.2,66523.0
Parks & Recreation,CUSTODIAN,Hispanic,Male,Veteran,26.1,26125.0
Houston Airport System (HAS),LABORER,Asian,Female,Experienced,12.1,26125.0
Public Works & Engineering-PWE,INFRASTRUCTURE ASSESSMENT TECHNICIAN I,Black,Male,Experienced,7.6,27102.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,12.3,62540.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,24.1,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Female,Experienced,15.0,61643.0
Houston Airport System (HAS),MAINTENANCE MECHANIC III,Hispanic,Male,Novice,0.6,39125.0
Houston Airport System (HAS),MAINTENANCE MECHANIC III,Black,Male,Experienced,6.0,39125.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Novice,4.2,48190.0
Public Works & Engineering-PWE,ELECTRICIAN,White,Male,Novice,4.3,43514.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE III,Hispanic,Female,Novice,4.0,35485.0
Parks & Recreation,SENIOR DISPATCHER,Black,Female,Experienced,8.2,29682.0
Houston Police Department-HPD,POLICE OFFICER,Black,Female,Experienced,8.3,55461.0
Houston Airport System (HAS),STAFF ANALYST,Hispanic,Male,Experienced,14.7,73065.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Female,Veteran,21.3,66614.0
Houston Airport System (HAS),AIRPORT OPERATIONS SPECIALIST,White,Male,Experienced,13.0,49275.0
